property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,large_windows_score,large_windows_count,high_ceiling_score,high_ceiling_count,fireplace_score,fireplace_count,active
58244433,1 bed flat to rent,1600,https://www.zoopla.co.uk/to-rent/details/58244433/,"Greenleaf Walk, Southall UB1",Lionsgate Property,1,0,4,1,1,0.484,5,0.432,5,0.542,10,0.557,5,0.43,4,0.412,4,0.182,1,1
58257177,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/58257177/,"Brathway Road, Southfields, London SW18",Manage My Property,1,0,4,1,1,0.485,4,0.33,4,0.779,8,0.74,4,0.641,4,0.503,4,0.3,1,1
58262022,2 bed terraced house to rent,1800,https://www.zoopla.co.uk/to-rent/details/58262022/,"Seymour Road, Edmonton, London N9",Martin Brookes,2,1,6,1,2,0.498,6,0.29,6,0.828,12,0.488,6,0.66,6,0.45,6,-1.0,0,1
58303561,3 bed flat to rent,5698,https://www.zoopla.co.uk/to-rent/details/58303561/,"Charles Clowes Walk, London SW11",Martin & Co - London Riverside,3,1,13,1,7,0.524,13,0.223,13,0.679,26,0.541,13,0.713,13,0.43,13,0.135,4,1
58310629,2 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/58310629/,"Kiln Court, 18 Newell Street, London E14",Keatons - Bow,2,1,13,1,6,0.489,13,0.25,13,0.754,26,0.8,13,0.65,13,0.457,13,0.145,3,1
58318905,3 bed flat to rent,4983,https://www.zoopla.co.uk/to-rent/details/58318905/,"Queen's Gate, South Kensington, London SW7",Strutt & Parker - South Kensington & Earls Court,3,1,5,1,3,0.51,5,0.349,5,0.722,10,0.321,5,0.625,5,0.501,5,0.291,1,1
58347021,2 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/58347021/,"Echo Court, Royal Wharf, London E16",JOHNS&CO - Royal Wharf,2,1,10,1,2,0.532,10,0.427,10,0.506,20,0.667,10,0.655,8,0.462,8,0.173,1,1
58358809,2 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/58358809/,"Waxwell Lane, Pinner HA5",Andrew Pearce Property Consultants,2,1,8,1,2,0.584,8,0.315,8,0.525,16,0.542,8,0.434,8,0.502,8,0.218,2,1
58362451,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/58362451/,"Warwick Road, Earls Court W14",North Kensington Property Consultants,1,0,4,1,2,0.444,4,0.294,4,0.649,8,0.365,4,0.563,3,0.519,3,-1.0,0,1
58382789,2 bed flat to rent,5000,https://www.zoopla.co.uk/to-rent/details/58382789/,"Westmark Tower, 1 Newcastle Place, London W2",Hackett Estate Agents,2,1,25,1,8,0.509,25,0.322,25,0.572,50,0.494,25,0.655,21,0.435,21,0.23,8,1
58389426,3 bed flat to rent,7150,https://www.zoopla.co.uk/to-rent/details/58389426/,"Colville Terrace, Notting Hill W11",Domus Nova London,3,1,7,0,2,0.556,7,0.3,7,0.807,14,0.676,7,0.707,7,0.4,7,0.354,2,1
58407861,1 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/58407861/,"Manhattan Loft Gardens, 20 International Way, London E20",Capital Heights - City,1,1,8,1,2,0.56,8,0.273,8,0.679,16,0.496,8,0.779,8,0.499,8,0.461,3,1
58414591,1 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/58414591/,"The Chase, London SW4",Marsh & Parsons - Clapham,1,0,4,0,0,0.446,4,0.297,4,0.753,8,0.775,4,0.646,4,0.429,4,0.407,2,1
58437465,1 bed flat to rent,3467,https://www.zoopla.co.uk/to-rent/details/58437465/,"The Heron 5 Moor Lane, London EC2Y",Monreal Shaw,1,1,7,1,3,0.507,8,0.24,8,0.573,16,0.402,8,0.66,5,0.516,5,0.08,1,1
58442880,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/58442880/,"City Tower, Limeharbour, Canary Wharf E14",Moving City,1,1,5,1,2,0.601,6,0.364,6,0.747,12,0.553,6,0.646,5,0.433,5,0.186,1,1
58458453,1 bed flat to rent,1842,https://www.zoopla.co.uk/to-rent/details/58458453/,"Haverstock Hill, Belsize Park NW3",Nissen Estates,1,1,8,1,2,0.516,8,0.151,8,0.72,16,0.71,8,0.574,8,0.445,8,0.137,4,1
58470011,2 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/58470011/,"Hoy Street, Canning Town E16",Lionsgate Property,2,1,9,1,3,0.493,9,0.278,9,0.633,18,0.449,9,0.683,8,0.475,8,0.292,2,1
58482263,3 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/58482263/,"Holland Road, London NW10",Marsh & Parsons - Queens Park,3,1,5,1,3,0.484,5,0.308,5,0.637,10,0.356,5,0.534,5,0.394,5,-1.0,0,1
58522214,2 bed flat to rent,2968,https://www.zoopla.co.uk/to-rent/details/58522214/,"Bridgewater House, London City Island, London E14",JOHNS&CO - New Providence Wharf,2,1,10,1,4,0.542,11,0.269,11,0.625,22,0.419,11,0.71,10,0.459,10,0.424,2,1
58537636,Room to rent,800,https://www.zoopla.co.uk/to-rent/details/58537636/,"Woodford Avenue, Ilford IG2",Steed Estates,1,0,4,1,1,0.478,4,0.448,4,0.77,8,0.58,4,0.665,4,0.439,4,-1.0,0,1
58567553,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/58567553/,"Greenwich High Road, Greenwich SE10",Conran Estates Greenwich,1,0,3,1,1,0.522,3,0.451,3,0.797,6,0.628,3,0.649,3,0.51,3,-1.0,0,1
58569746,1 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/58569746/,"Priory Terrace, London NW6",Parkheath - West & South Hampstead,1,0,3,0,0,0.421,3,0.314,3,0.668,6,0.831,3,0.707,3,0.381,3,0.287,2,1
58592844,2 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/58592844/,"Greville Court, Harrow HA1",Westbrook Estate Agents,2,1,5,1,2,0.369,7,0.208,7,0.599,14,0.351,7,0.333,5,0.485,5,-1.0,0,1
58595570,1 bed flat to rent,2200,https://www.zoopla.co.uk/to-rent/details/58595570/,"Albert Road, London NW6",Parkheath - Kensal Rise,1,1,6,1,1,0.532,7,0.227,7,0.832,14,0.705,7,0.777,6,0.448,6,0.434,4,1
58599182,3 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/58599182/,"Gladstone Avenue, London N22",Equity - Hertford Road,3,1,6,0,2,0.442,6,0.345,6,0.772,12,0.642,6,0.656,6,0.425,6,0.286,2,1
58648761,1 bed flat to rent,1408,https://www.zoopla.co.uk/to-rent/details/58648761/,"Springhill House, Willesden Lane, Willesden Green, London NW2",William Nelhams and Co,1,1,13,1,2,0.479,13,0.316,13,0.639,26,0.429,13,0.536,12,0.458,12,0.382,4,1
58668710,1 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/58668710/,"Television Centre, 101 Wood Lane, London W12",Strutt & Parker - Notting Hill,1,1,5,1,1,0.512,5,0.28,5,0.622,10,0.67,5,0.62,5,0.476,5,0.399,1,1
58669294,2 bed flat to rent,2050,https://www.zoopla.co.uk/to-rent/details/58669294/,"Church Street, Epsom KT17",The Personal Agent,2,1,7,1,2,0.49,7,0.519,7,0.636,14,0.404,7,0.567,7,0.449,7,0.403,1,1
58669889,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/58669889/,"Wilmer Place, London N16",Greenland Property Services Ltd,1,1,7,1,1,0.471,7,0.324,7,0.778,14,0.762,7,0.522,7,0.503,7,0.287,2,1
58671234,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/58671234/,"Rathcoole Gardens, Crouch End, London N8",David Astburys,1,1,8,0,0,0.516,8,0.425,8,0.771,16,0.706,8,0.662,8,0.451,8,0.361,2,1
58671734,3 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/58671734/,"Burdett Road, London E3",Look Property Services,3,1,10,1,6,0.466,10,0.285,10,0.649,20,0.558,10,0.614,9,0.478,9,0.279,1,1
58676262,1 bed flat to rent,1675,https://www.zoopla.co.uk/to-rent/details/58676262/,"High Road, London N20",Barnard Marcus - Muswell Hill,1,1,5,0,0,0.462,5,0.565,5,0.658,10,0.562,5,0.624,4,0.38,4,-1.0,0,1
58680459,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/58680459/,"Burlington Road, New Malden KT3",Groves Residential,1,0,4,1,1,0.475,4,0.228,4,0.84,8,0.84,4,0.558,3,0.504,3,0.125,1,1
58681766,1 bed flat to rent,1550,https://www.zoopla.co.uk/to-rent/details/58681766/,"Meredith House, Boleyn Road, London N16",Courtneys,1,1,8,1,2,0.432,8,0.274,8,0.641,16,0.815,8,0.466,8,0.476,8,0.415,2,1
58687325,1 bed property to rent,1950,https://www.zoopla.co.uk/to-rent/details/58687325/,"Fordwych Road, London NW2",Stones Residential,1,1,9,1,3,0.437,9,0.459,9,0.575,18,0.541,9,0.465,9,0.48,9,0.329,1,1
58699669,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/58699669/,"Narrow Street, London E14",Alliance London,1,1,8,1,3,0.449,9,0.657,9,0.659,18,0.6,9,0.618,8,0.471,8,0.225,2,1
58718653,1 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/58718653/,"Ferme Park Road, Stroud Green, London N4",David Astburys,1,1,8,1,1,0.451,8,0.501,8,0.518,16,0.751,8,0.552,7,0.345,7,0.395,1,1
58734307,1 bed terraced house to rent,1750,https://www.zoopla.co.uk/to-rent/details/58734307/,"Hadrian Street, Greenwich, London SE10",AP Living London,1,1,6,1,3,0.427,7,0.308,7,0.729,14,0.581,7,0.471,5,0.473,5,0.443,1,1
58767914,1 bed flat to rent,3228,https://www.zoopla.co.uk/to-rent/details/58767914/,"Palace Wharf Apartments, Rainville Road, London W6",Redac Strattons - Notting Hill Gate Office,1,1,10,1,2,0.51,10,0.281,10,0.547,20,0.505,10,0.528,10,0.421,10,0.187,1,1
58786515,1 bed flat to rent,1842,https://www.zoopla.co.uk/to-rent/details/58786515/,"Camden Road, London NW1",Black Katz - Camden,1,1,8,1,3,0.444,8,0.273,8,0.756,16,0.763,8,0.6,8,0.536,8,-1.0,0,1
58788443,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/58788443/,"North Road, Wimbledon, London SW19",Cross & Prior Colliers Wood,1,1,13,1,3,0.435,13,0.268,13,0.708,26,0.741,13,0.565,12,0.481,12,0.181,5,1
58800538,Room to rent,835,https://www.zoopla.co.uk/to-rent/details/58800538/,"Amhurst Road, London E8",Right Room,1,1,16,1,5,0.416,16,0.351,16,0.71,32,0.341,16,0.61,12,0.476,12,0.294,2,1
58808371,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/58808371/,"Tornay House, Calshot Street, Kings Cross N1",Wiseman Property,1,0,4,1,1,0.492,4,0.246,4,0.648,8,0.606,4,0.533,3,0.503,3,0.546,1,1
58808502,1 bed flat to rent,1699,https://www.zoopla.co.uk/to-rent/details/58808502/,"Streatley Road, London NW6",Black Katz - West Hampstead,1,1,5,1,1,0.465,5,0.301,5,0.672,10,0.638,5,0.592,3,0.524,3,0.471,1,1
58827637,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/58827637/,"The Colour House, Bermondsey Street SE1",Independent London,1,1,8,1,2,0.453,8,0.173,8,0.589,16,0.731,8,0.718,8,0.423,8,0.152,2,1
58844330,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/58844330/,"Viceroy Court, Croydon CR0",Bairstow Eves - East Croydon Lettings,1,0,3,0,0,0.463,4,0.182,4,0.782,8,0.877,4,0.561,3,0.423,3,0.151,1,1
58854514,1 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/58854514/,"Ladbroke Grove, Notting Hill W11",Domus Nova London,1,1,6,1,1,0.513,6,0.237,6,0.671,12,0.542,6,0.649,6,0.466,6,0.412,2,1
58893439,3 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/58893439/,"Millender Walk, London SE16",FMJ Property Services,3,1,9,0,2,0.426,9,0.258,9,0.675,18,0.702,9,0.448,9,0.539,9,-1.0,0,1
58902062,1 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/58902062/,"Chapel Market, Islington N1",Alex Marks,1,1,6,1,4,0.511,6,0.256,6,0.559,12,0.82,6,0.475,6,0.346,6,-1.0,0,1
58906401,1 bed flat to rent,1400,https://www.zoopla.co.uk/to-rent/details/58906401/,"Berkeley Court, 48 Masons Hill, Bromley BR2",Sinclair Hammelton - Bromley Lettings,1,1,11,1,3,0.46,13,0.246,13,0.637,26,0.624,13,0.515,10,0.49,10,0.385,5,1
58913655,3 bed terraced house to rent,2800,https://www.zoopla.co.uk/to-rent/details/58913655/,"Athenlay Road, Peckham, London SE15",Pedder - Peckham,3,1,7,1,3,0.475,8,0.19,8,0.846,16,0.401,8,0.593,6,0.488,6,0.432,3,1
58926135,1 bed flat to rent,4008,https://www.zoopla.co.uk/to-rent/details/58926135/,"Cornwall Gardens, London SW7",Champions,1,1,12,1,2,0.511,12,0.336,12,0.661,24,0.536,12,0.585,11,0.443,11,0.343,3,1
58939806,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/58939806/,"Wolsey Road, Newington Green, Islington, London N1",Ellis & Co - Islington,1,1,6,1,3,0.433,6,0.268,6,0.682,12,0.732,6,0.573,6,0.414,6,-1.0,0,1
58941252,2 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/58941252/,"High Street, Ruislip, Greater London HA4",Stones Property,2,0,4,0,0,0.535,4,0.255,4,0.474,8,0.695,4,0.413,4,0.421,4,-1.0,0,1
58968027,1 bed flat to rent,3900,https://www.zoopla.co.uk/to-rent/details/58968027/,"Sun Street, London EC2A",CBRE,1,1,14,1,1,0.505,14,0.462,14,0.492,28,0.728,14,0.676,14,0.473,14,0.668,1,1
58971238,1 bed flat to rent,3185,https://www.zoopla.co.uk/to-rent/details/58971238/,"Marsh Wall, London E14",CBRE,1,1,12,1,3,0.489,12,0.286,12,0.57,24,0.628,12,0.716,12,0.463,12,0.215,4,1
58980089,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/58980089/,"Arena Tower, 25 Crossharbour Plaza, London E14",Stirling Ackroyd - Canary Wharf,1,1,9,1,2,0.543,9,0.198,9,0.664,18,0.662,9,0.756,9,0.462,9,0.368,3,1
58988841,2 bed flat to rent,3683,https://www.zoopla.co.uk/to-rent/details/58988841/,"Riverlight Quay, London SW11",Stirling Ackroyd - Nine Elms and Westminster,2,1,17,1,3,0.479,17,0.324,17,0.498,34,0.498,17,0.656,15,0.482,15,0.263,3,1
59013488,2 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/59013488/,"Carolina Court, Hoptree Close, London N12",James Kei London,2,1,8,1,4,0.511,9,0.312,9,0.669,18,0.456,9,0.657,8,0.461,8,0.41,2,1
59014987,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/59014987/,"Berwick Court, 31 The Avenue, Worcester Park KT4",Visum,1,1,15,1,1,0.371,15,0.201,15,0.561,30,0.855,15,0.343,15,0.406,15,0.048,1,1
59022629,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/59022629/,"Crown Close, Wood Green N22",Homelink Lettings & Estates,1,1,11,1,1,0.456,11,0.221,11,0.608,22,0.675,11,0.499,11,0.463,11,0.236,4,1
59023789,2 bed flat to rent,4750,https://www.zoopla.co.uk/to-rent/details/59023789/,"L-000111, 19 Circus Road West, Battersea SW11",Battersea Power Station Estates Ltd,2,1,11,0,1,0.517,11,0.552,11,0.435,22,0.68,11,0.576,9,0.325,9,-1.0,0,1
59024084,3 bed detached house to rent,2951,https://www.zoopla.co.uk/to-rent/details/59024084/,"Avenue Road, Acton W3",Sworn & Co,3,1,9,1,3,0.44,9,0.254,9,0.762,18,0.67,9,0.568,9,0.464,9,0.233,4,1
59032326,1 bed flat to rent,3207,https://www.zoopla.co.uk/to-rent/details/59032326/,"Hill Street, Mayfair, London W1J",Redac Strattons - Notting Hill Gate Office,1,1,6,1,2,0.489,6,0.204,6,0.736,12,0.509,6,0.666,4,0.444,4,0.109,2,1
59041316,3 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/59041316/,"High Street, London E15",WJ Meade - Bow,3,1,12,1,3,0.511,12,0.238,12,0.687,24,0.646,12,0.67,11,0.501,11,0.204,4,1
59047983,2 bed flat to rent,1700,https://www.zoopla.co.uk/to-rent/details/59047983/,"Barrow Road, London SW16",Emma's Estate Agents,2,1,7,1,2,0.526,7,0.331,7,0.736,14,0.269,7,0.65,7,0.459,7,0.362,2,1
59048450,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/59048450/,"Welcote Drive, Northwood HA6",VeeZed Residential,3,1,13,1,3,0.487,13,0.26,13,0.727,26,0.757,13,0.618,13,0.448,13,0.13,2,1
59056302,2 bed end terrace house to rent,3200,https://www.zoopla.co.uk/to-rent/details/59056302/,"Temple Road, Kew, Richmond TW9","Priory LM, Sales, Lettings & Management",2,0,4,1,2,0.513,5,0.203,5,0.846,10,0.725,5,0.702,4,0.442,4,0.538,1,1
59062583,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/59062583/,"Bridgehouse Court, Blackfriars Road, London SE1",Crown House Estates,1,1,17,1,5,0.493,17,0.254,17,0.533,34,0.369,17,0.553,15,0.41,15,0.302,4,1
59067390,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/59067390/,"Bouverie Road, London N16",Next Move - Stoke Newington,1,1,6,1,2,0.452,6,0.185,6,0.824,12,0.373,6,0.66,6,0.498,6,0.464,3,1
59090386,2 bed flat to rent,1575,https://www.zoopla.co.uk/to-rent/details/59090386/,"Mayfield Road, Sanderstead, South Croydon CR2",Folklands,2,1,10,1,4,0.491,10,0.198,10,0.787,20,0.199,10,0.65,10,0.458,10,0.312,2,1
59108155,3 bed maisonette to rent,1850,https://www.zoopla.co.uk/to-rent/details/59108155/,"The Pavement, Popes Lane, London W5",Homesearch Ltd,3,1,5,1,3,0.445,6,0.24,6,0.762,12,0.437,6,0.646,5,0.496,5,-1.0,0,1
59116938,3 bed flat to rent,3100,https://www.zoopla.co.uk/to-rent/details/59116938/,"Larch Road, Willesden Green NW2",Camerons Stiff Lettings,3,1,12,1,6,0.47,13,0.228,13,0.62,26,0.812,13,0.517,12,0.464,12,0.569,3,1
59121424,3 bed flat to rent,4000,https://www.zoopla.co.uk/to-rent/details/59121424/,"Carlton Hill, St Johns Wood NW8",Goldschmidt & Howland - Little Venice,3,1,10,1,4,0.492,10,0.23,10,0.64,20,0.519,10,0.588,9,0.509,9,0.444,2,1
59132879,2 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/59132879/,"Langridge, Rhyl Street, Kentish Town, London NW5",Keatons - Kentish Town,2,1,9,1,3,0.522,9,0.521,9,0.758,18,0.634,9,0.612,8,0.461,8,0.397,2,1
59132911,2 bed terraced house to rent,1950,https://www.zoopla.co.uk/to-rent/details/59132911/,"Morley Avenue, Noel Park, London N22",Keatons - Kentish Town,2,1,10,1,2,0.525,10,0.419,10,0.708,20,0.703,10,0.563,10,0.495,10,0.307,4,1
59139429,3 bed terraced house to rent,2000,https://www.zoopla.co.uk/to-rent/details/59139429/,"Stanley Avenue, Gidea Park, Romford RM2",Beresfords - Upminster / Havering Lettings,3,1,7,1,3,0.513,7,0.246,7,0.881,14,0.436,7,0.637,5,0.49,5,0.381,2,1
59146341,Room to rent,1150,https://www.zoopla.co.uk/to-rent/details/59146341/,"Centurion Close, London N7",Right Room,1,1,14,1,6,0.477,14,0.309,14,0.53,28,0.368,14,0.547,9,0.518,9,0.311,1,1
59152795,3 bed flat to rent,3142,https://www.zoopla.co.uk/to-rent/details/59152795/,"Kingsdown Road, London N19",Black Katz - Islington,3,1,7,1,3,0.511,7,0.247,7,0.735,14,0.656,7,0.633,7,0.471,7,0.343,2,1
59167584,3 bed flat to rent,4985,https://www.zoopla.co.uk/to-rent/details/59167584/,"Dorset House, Westminster, London NW1",99Home Ltd,3,1,7,1,3,0.48,7,0.406,7,0.694,14,0.436,7,0.547,6,0.525,6,-1.0,0,1
59183926,2 bed flat to rent,2150,https://www.zoopla.co.uk/to-rent/details/59183926/,"Excelsior Apartment, Northwick Park Road HA1",Salter McGuinness,2,1,9,0,1,0.517,9,0.202,9,0.57,18,0.691,9,0.475,9,0.446,9,0.253,2,1
59192337,3 bed flat to rent,3200,https://www.zoopla.co.uk/to-rent/details/59192337/,"Tufnell Park Road, Tufnell Park N7",Matthew James & Co Ltd,3,1,11,0,2,0.499,11,0.327,11,0.681,22,0.535,11,0.59,11,0.514,11,0.404,1,1
59194802,3 bed semi-detached house to rent,2300,https://www.zoopla.co.uk/to-rent/details/59194802/,"Merlin Crescent, Edgware HA8",Ashley Martin & Co,3,1,5,0,2,0.464,5,0.236,5,0.846,10,0.882,5,0.703,5,0.454,5,0.039,1,1
59206366,2 bed flat to rent,3878,https://www.zoopla.co.uk/to-rent/details/59206366/,"Newfoundland Place, London E14",Knight Frank - Canary Wharf Vertus ILM,2,1,14,1,3,0.509,14,0.309,14,0.639,28,0.559,14,0.73,14,0.453,14,0.232,5,1
59211673,2 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/59211673/,"The Grove, Ealing W5",Stirling Ackroyd - Ealing,2,0,4,0,1,0.536,5,0.614,5,0.746,10,0.238,5,0.649,3,0.503,3,0.369,1,1
59219524,2 bed flat to rent,1950,https://www.zoopla.co.uk/to-rent/details/59219524/,"Roe Court, 230 St Marys Lane RM14",Beresfords - Upminster / Havering Lettings,2,1,8,0,1,0.482,8,0.228,8,0.649,16,0.744,8,0.499,8,0.436,8,0.095,2,1
59220878,1 bed flat to rent,3400,https://www.zoopla.co.uk/to-rent/details/59220878/,"Manhattan Loft Gardens, 20 International Way, London E20",Capital Heights - City,1,1,8,1,2,0.578,8,0.398,8,0.513,16,0.646,8,0.725,8,0.52,8,0.415,3,1
59228578,1 bed flat to rent,3800,https://www.zoopla.co.uk/to-rent/details/59228578/,"One Crown Place, 19 Sun Street, London EC2A",Citywharf Property Investments Consultancy Limited,1,1,8,1,1,0.502,8,0.333,8,0.587,16,0.665,8,0.666,7,0.509,7,0.183,5,1
59229728,1 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/59229728/,"Bedford Street, London WC2E",Tavistock Bow,1,1,9,0,0,0.443,9,0.31,9,0.512,18,0.765,9,0.527,9,0.385,9,0.14,1,1
59231715,1 bed flat to rent,1895,https://www.zoopla.co.uk/to-rent/details/59231715/,"Redwood House, Emerald Gardens, Wembley Park HA9",Wembley Park Residential,1,1,6,1,1,0.494,7,0.291,7,0.419,14,0.669,7,0.616,5,0.474,5,0.291,3,1
59233060,3 bed flat to rent,2817,https://www.zoopla.co.uk/to-rent/details/59233060/,"Alder House, Maitland Park Villas, Belsize Park, London NW3",Bloom Residential,3,1,10,0,0,0.483,10,0.545,10,0.691,20,0.748,10,0.604,9,0.446,9,0.431,4,1
59235090,3 bed flat to rent,4745,https://www.zoopla.co.uk/to-rent/details/59235090/,"Palace Mansions, Earsby Street, Kensington And Olympia W14",Wedgewood Estates,3,1,11,0,0,0.443,11,0.338,11,0.762,22,0.684,11,0.574,11,0.484,11,0.543,2,1
59239251,3 bed terraced house to rent,3150,https://www.zoopla.co.uk/to-rent/details/59239251/,"Dawnay Road, London SW18",Stirling Ackroyd - Earlsfield,3,1,11,1,3,0.499,11,0.352,11,0.815,22,0.534,11,0.618,10,0.493,10,0.489,3,1
59244362,1 bed flat to rent,2383,https://www.zoopla.co.uk/to-rent/details/59244362/,"Landmark East Tower, 24 Marsh Wall, Canary Wharf E14",JOHNS&CO - Canary Wharf,1,1,6,1,1,0.534,6,0.404,6,0.673,12,0.646,6,0.69,6,0.41,6,0.443,2,1
59250263,1 bed flat to rent,3100,https://www.zoopla.co.uk/to-rent/details/59250263/,"Thrawl Street, Spitafields, London E1",Stirling Ackroyd - Shoreditch,1,1,5,1,1,0.483,5,0.43,5,0.638,10,0.66,5,0.689,5,0.523,5,0.096,1,1
59277381,2 bed flat to rent,3358,https://www.zoopla.co.uk/to-rent/details/59277381/,"Wharf Road, London N1",RentLondonFlat,2,1,9,1,3,0.562,9,0.515,9,0.592,18,0.553,9,0.757,8,0.396,8,0.403,2,1
59287118,2 bed flat to rent,2350,https://www.zoopla.co.uk/to-rent/details/59287118/,"Goldhurst Terrace, London NW6",Parkheath - West & South Hampstead,2,1,6,1,2,0.467,6,0.213,6,0.749,12,0.407,6,0.601,6,0.488,6,0.407,2,1
59289702,1 bed flat to rent,2167,https://www.zoopla.co.uk/to-rent/details/59289702/,"Devonhurst Place, Heathfield Terrace, London W4",RentLondonFlat,1,0,2,1,1,0.508,2,0.471,2,0.47,4,0.401,2,0.573,2,0.365,2,-1.0,0,1
59289756,2 bed flat to rent,2925,https://www.zoopla.co.uk/to-rent/details/59289756/,"Bonnet Street, London E16",RentLondonFlat,2,0,4,0,1,0.591,4,0.475,4,0.69,8,0.564,4,0.777,4,0.477,4,0.589,1,1
59313145,1 bed flat to rent,8233,https://www.zoopla.co.uk/to-rent/details/59313145/,"Chiltern Street, Marylebone, London W1U",Carter Jonas - Marylebone & Regents Park,1,1,7,1,2,0.52,7,0.341,7,0.665,14,0.513,7,0.676,7,0.43,7,0.334,2,1
59345280,3 bed flat to rent,3000,https://www.zoopla.co.uk/to-rent/details/59345280/,"Bhail Mansions, Creighton Avenue, Muswell Hill, London N10",David Astburys,3,1,10,0,1,0.527,10,0.613,10,0.721,20,0.463,10,0.677,10,0.37,10,-1.0,0,1
