property_id,title,monthly_int,link,address,agent_name,bed_number_smap,number_of_photos_overall_score,number_of_photos_overall_count,number_of_bedroom_photos_score,number_of_bedroom_photos_count,wide_lenses_score,wide_lenses_count,overprocessed_score,overprocessed_count,natural_light_score,natural_light_count,no_carpet_score,no_carpet_count,large_windows_score,large_windows_count,high_ceiling_score,high_ceiling_count,fireplace_score,fireplace_count,active
67943433,1 bed flat to rent,1350,https://www.zoopla.co.uk/to-rent/details/67943433/,"Gayton Road, Harrow HA1",Sonia Estates - Kenton,1,1,6,0,0,0.39,6,0.267,6,0.703,12,0.823,6,0.472,6,0.482,6,-1.0,0,1
67943449,1 bed flat to rent,1500,https://www.zoopla.co.uk/to-rent/details/67943449/,"Broughton Road, London W13",Go View London,1,1,7,1,2,0.437,7,0.25,7,0.628,14,0.386,7,0.494,7,0.457,7,0.529,1,1
67943466,3 bed semi-detached house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67943466/,"Fruen Road, Feltham, Greater London TW14",The Online Letting Agents Ltd,3,1,7,1,5,0.423,7,0.461,7,0.849,14,0.347,7,0.527,7,0.503,7,-1.0,0,1
67943472,2 bed flat to rent,5373,https://www.zoopla.co.uk/to-rent/details/67943472/,"Palace Whalf, Rainville Road, Hammersmith, London W6",Victorstone,2,1,9,1,4,0.551,9,0.36,9,0.698,18,0.422,9,0.63,8,0.487,8,0.345,1,1
67943503,3 bed semi-detached house to rent,3495,https://www.zoopla.co.uk/to-rent/details/67943503/,"Gloucester Road, Hampton TW12","Chase Buchanan, Hampton Hill",3,1,10,1,4,0.527,11,0.399,11,0.84,22,0.475,11,0.7,10,0.505,10,0.47,3,1
67943504,2 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/67943504/,"Reston House, 1A Western Road, Romford RM1",Sunshine Estates,2,0,0,0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,1
67943543,1 bed flat to rent,1599,https://www.zoopla.co.uk/to-rent/details/67943543/,"Kent Gardens, London W13",Robertson Smith & Kempson - Ealing,1,1,5,1,2,0.444,5,0.2,5,0.607,10,0.654,5,0.552,5,0.458,5,0.106,1,1
67943582,Room to rent,700,https://www.zoopla.co.uk/to-rent/details/67943582/,"Bramley Road, Oakwood N14",Anthony Webb,1,0,3,1,1,0.433,3,0.32,3,0.677,6,0.67,3,0.65,2,0.564,2,-1.0,0,1
67943610,1 bed flat to rent,1144,https://www.zoopla.co.uk/to-rent/details/67943610/,"Homefirs House, Wembley Park Drive, Wembley HA9",David Harris & Co,1,1,6,1,1,0.41,6,0.347,6,0.515,12,0.362,6,0.395,6,0.37,6,0.483,1,1
67943637,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/67943637/,"Thane Villa, Finsbury Park, London N7",Drivers & Norris,1,0,4,1,1,0.455,4,0.265,4,0.614,8,0.383,4,0.492,4,0.593,4,0.589,1,1
67943639,1 bed flat to rent,2720,https://www.zoopla.co.uk/to-rent/details/67943639/,"Harbour Way, London E14",Greystar - Sailmakers,1,1,6,1,1,0.467,6,0.247,6,0.755,12,0.452,6,0.667,6,0.437,6,0.41,3,1
67943670,1 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/67943670/,"Gatliff Close, Ebury Bridge Road, London SW1W",Andrew Reeves - Westminster & Belgravia,1,1,6,1,2,0.493,6,0.152,6,0.747,12,0.853,6,0.617,6,0.388,6,-1.0,0,1
67943710,1 bed flat to rent,2396,https://www.zoopla.co.uk/to-rent/details/67943710/,"Winchester Square, London SE1",Dexters - London Bridge,1,1,5,1,1,0.52,5,0.214,5,0.615,10,0.752,5,0.803,5,0.458,5,0.046,1,1
67943724,3 bed terraced house to rent,3500,https://www.zoopla.co.uk/to-rent/details/67943724/,"Holly Mount, Hampstead NW3",Chestertons - Hampstead,3,1,11,0,2,0.476,11,0.431,11,0.684,22,0.365,11,0.567,11,0.502,11,0.5,2,1
67943748,1 bed flat to rent,3011,https://www.zoopla.co.uk/to-rent/details/67943748/,"Palace Wharf, Rainville Road, Hammersmith, London W6",Victorstone,1,1,8,1,2,0.468,8,0.256,8,0.602,16,0.404,8,0.599,8,0.442,8,0.105,3,1
67943765,2 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/67943765/,"Woolstone Road, Forest Hill, London SE23",Foxtons - Dulwich,2,1,14,1,2,0.478,14,0.324,14,0.701,28,0.551,14,0.472,11,0.476,11,0.276,2,1
67943766,1 bed flat to rent,2384,https://www.zoopla.co.uk/to-rent/details/67943766/,"The Sphere, Canning Town, London E16",Foxtons - Canary Wharf,1,1,5,1,1,0.446,5,0.198,5,0.576,10,0.696,5,0.596,4,0.52,4,0.22,1,1
67943770,1 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/67943770/,"Shepherds Hill, Highgate, London N6",Foxtons - Crouch End,1,0,3,1,1,0.495,4,0.275,4,0.899,8,0.44,4,0.686,3,0.465,3,0.359,1,1
67943771,1 bed flat to rent,2250,https://www.zoopla.co.uk/to-rent/details/67943771/,"Holland Road, London W14",Kinleigh Folkard & Hayward - Holland Park Lettings,1,1,7,1,2,0.474,7,0.234,7,0.672,14,0.614,7,0.587,7,0.496,7,0.337,2,1
67943831,2 bed flat to rent,3200,https://www.zoopla.co.uk/to-rent/details/67943831/,"Wenlock Road, Hoxton, London N1",Butler and Stag,2,1,7,0,0,0.45,8,0.144,8,0.611,16,0.719,8,0.593,7,0.42,7,0.466,2,1
67943836,2 bed flat to rent,2400,https://www.zoopla.co.uk/to-rent/details/67943836/,"Boileau Road, North Ealing, London W5",Foxtons - Ealing,2,1,7,1,2,0.443,7,0.21,7,0.866,14,0.424,7,0.702,7,0.501,7,0.625,2,1
67943837,2 bed flat to rent,3250,https://www.zoopla.co.uk/to-rent/details/67943837/,"Boileau Road, North Ealing, London W5",Foxtons - Ealing,2,1,7,1,2,0.443,7,0.21,7,0.866,14,0.424,7,0.702,7,0.501,7,0.625,2,1
67943839,2 bed flat to rent,10833,https://www.zoopla.co.uk/to-rent/details/67943839/,"Rathbone Place, London W1T",JLL - Mayfair,2,1,10,0,1,0.483,10,0.278,10,0.543,20,0.62,10,0.671,10,0.441,10,0.568,1,1
67943844,2 bed maisonette to rent,1850,https://www.zoopla.co.uk/to-rent/details/67943844/,"Felix Road, London W13",Oakhill,2,0,4,0,1,0.453,4,0.223,4,0.8,8,0.86,4,0.651,4,0.54,4,-1.0,0,1
67943863,3 bed terraced house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67943863/,"Egerton Road, London SE25",Keller Williams Advantage,3,1,6,0,0,0.443,6,0.373,6,0.843,12,0.612,6,0.685,6,0.493,6,0.57,2,1
67943869,3 bed end terrace house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67943869/,"Tibbets Close, London SW19",Brinkley's Estate Agents,3,0,1,0,0,0.46,1,0.22,1,0.845,2,0.97,1,0.833,1,0.23,1,0.072,1,1
67943872,1 bed flat to rent,2491,https://www.zoopla.co.uk/to-rent/details/67943872/,"Duval House, 10 Grant Road, Clapham Junction, London SW11",AP Living London,1,1,7,1,2,0.459,7,0.346,7,0.394,14,0.377,7,0.588,7,0.437,7,0.401,2,1
67943892,1 bed flat to rent,1995,https://www.zoopla.co.uk/to-rent/details/67943892/,"Hartfield Road, Wimbledon SW19",RentalsandSales.Com,1,1,9,1,1,0.506,9,0.376,9,0.549,18,0.317,9,0.693,9,0.531,9,0.478,3,1
67943894,1 bed flat to rent,2100,https://www.zoopla.co.uk/to-rent/details/67943894/,"Newnton Close, Woodberry Down, Finsbury N4",HP Property,1,1,8,1,2,0.522,8,0.329,8,0.547,16,0.495,8,0.731,8,0.459,8,0.444,2,1
67943897,1 bed flat to rent,1850,https://www.zoopla.co.uk/to-rent/details/67943897/,"Barons Court Road, London W14",Dexters - West Kensington,1,0,3,1,1,0.422,4,0.225,4,0.804,8,0.438,4,0.518,3,0.508,3,0.633,1,1
67943904,2 bed flat to rent,14452,https://www.zoopla.co.uk/to-rent/details/67943904/,"Harbour Way, London E14",Greystar - Sailmakers,2,1,6,0,1,0.485,6,0.243,6,0.629,12,0.582,6,0.607,5,0.503,5,0.321,2,1
67943915,3 bed terraced house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67943915/,"Devonshire Place, London NW2",Robert Anthony Property,3,1,7,1,3,0.47,7,0.213,7,0.842,14,0.196,7,0.644,7,0.433,7,0.404,3,1
67944009,2 bed flat to rent,2750,https://www.zoopla.co.uk/to-rent/details/67944009/,"West London Studios, Fulham Road SW6",Stanley Property London,2,1,5,1,2,0.506,5,0.302,5,0.751,10,0.34,5,0.597,5,0.508,5,0.459,1,1
67944089,2 bed flat to rent,3792,https://www.zoopla.co.uk/to-rent/details/67944089/,"Shaftesbury Avenue, London W1D",Greater London Properties,2,1,14,0,0,0.443,14,0.234,14,0.77,28,0.798,14,0.649,14,0.455,14,0.258,5,1
67944136,2 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/67944136/,"Yeading Lane, Yeading, Hayes UB4",Urban Housing,2,1,5,0,0,0.492,5,0.396,5,0.627,10,0.334,5,0.522,4,0.518,4,0.415,1,1
67944143,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/67944143/,"Pepys Street, Tower EC3N",Chestertons - Tower Bridge,1,1,6,1,2,0.435,6,0.192,6,0.566,12,0.563,6,0.566,6,0.455,6,0.288,2,1
67944145,1 bed flat to rent,3012,https://www.zoopla.co.uk/to-rent/details/67944145/,"Fitzjohns Avenue, Hampstead, London NW3",Croft Estates,1,1,9,1,2,0.46,9,0.416,9,0.482,18,0.4,9,0.506,9,0.455,9,-1.0,0,1
67944157,1 bed flat to rent,1900,https://www.zoopla.co.uk/to-rent/details/67944157/,"Fairbank House, 3 Caversham Road, Beaufort Park, London NW9",Hunters - Tower Bridge,1,1,11,1,3,0.452,12,0.377,12,0.475,24,0.593,12,0.513,11,0.488,11,0.346,3,1
67944178,1 bed flat to rent,3315,https://www.zoopla.co.uk/to-rent/details/67944178/,"Harbour Way, London E14",Greystar - Sailmakers,1,1,11,1,2,0.561,11,0.253,11,0.72,22,0.604,11,0.772,10,0.454,10,0.276,6,1
67944204,1 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/67944204/,"The Broadway, Wimbledon, London SW19",Hawes & Co - Wimbledon Village,1,0,4,1,1,0.455,4,0.2,4,0.819,8,0.21,4,0.781,3,0.549,3,0.339,1,1
67944221,2 bed flat to rent,2000,https://www.zoopla.co.uk/to-rent/details/67944221/,"Berkeley Place, Wimbledon Village, London SW19",Savills - Wimbledon Lettings,2,1,9,1,3,0.438,9,0.294,9,0.711,18,0.681,9,0.531,9,0.483,9,0.324,2,1
67944351,2 bed flat to rent,1650,https://www.zoopla.co.uk/to-rent/details/67944351/,"Parklands Court, Great West Road, Hounslow, Greater London TW5",One Move London,2,-1,0,-1,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,,,,,,,1
67944354,Room to rent,850,https://www.zoopla.co.uk/to-rent/details/67944354/,"St. Bartholomew's Road, London E6",Burgeon Properties,1,1,9,1,5,0.48,10,0.264,10,0.741,20,0.728,10,0.597,8,0.394,8,0.383,1,1
67944414,1 bed flat to rent,4892,https://www.zoopla.co.uk/to-rent/details/67944414/,"Garrett Mansions, Edgware Road, Paddington, London W2",Victorstone,1,1,10,1,1,0.51,10,0.388,10,0.57,20,0.488,10,0.693,10,0.436,10,0.356,2,1
67944455,Room to rent,1095,https://www.zoopla.co.uk/to-rent/details/67944455/,"Stork Road, London E15",Burgeon Properties,1,1,8,1,5,0.541,8,0.38,8,0.732,16,0.546,8,0.495,7,0.476,7,-1.0,0,1
67944531,1 bed flat to rent,2383,https://www.zoopla.co.uk/to-rent/details/67944531/,"Gloucester Place, London NW1",Hugh F Shaw & Co Ltd,1,1,5,1,2,0.408,5,0.306,5,0.528,10,0.686,5,0.448,5,0.501,5,-1.0,0,1
67944539,1 bed flat to rent,1300,https://www.zoopla.co.uk/to-rent/details/67944539/,"Morden Hall Road, Morden SM4",Evernest Properties,1,1,6,1,2,0.512,6,0.595,6,0.324,12,0.463,6,0.466,4,0.511,4,0.33,1,1
67944579,1 bed flat to rent,1750,https://www.zoopla.co.uk/to-rent/details/67944579/,"Tower Hamlets Road, Forest Gate, London E7",Foxtons - Stratford,1,1,5,1,1,0.493,6,0.172,6,0.785,12,0.587,6,0.72,5,0.481,5,0.252,4,1
67944606,1 bed flat to rent,2700,https://www.zoopla.co.uk/to-rent/details/67944606/,"Sugar House, London E1",Goldman Greg Housing Management,1,1,8,1,1,0.519,8,0.221,8,0.662,16,0.542,8,0.686,6,0.496,6,0.361,4,1
67944617,Room to rent,750,https://www.zoopla.co.uk/to-rent/details/67944617/,"Vicarage Road, London E15",Burgeon Properties,1,1,10,1,4,0.444,11,0.258,11,0.787,22,0.75,11,0.556,9,0.507,9,0.161,3,1
67944829,1 bed flat to rent,1800,https://www.zoopla.co.uk/to-rent/details/67944829/,"Carnation Gardens, Hayes UB3",UKMate Ltd,1,1,11,1,1,0.424,11,0.322,11,0.403,22,0.745,11,0.556,10,0.396,10,-1.0,0,1
67944912,3 bed town house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67944912/,"Stone Yard Mews, London SE12",Springview Estates,3,1,7,0,2,0.527,8,0.492,8,0.643,16,0.386,8,0.688,6,0.503,6,0.274,1,1
67944946,1 bed flat to rent,2600,https://www.zoopla.co.uk/to-rent/details/67944946/,"The Landmark, Canary Wharf E14",Urban Spaces City Living,1,1,11,1,2,0.511,11,0.285,11,0.51,22,0.594,11,0.636,11,0.418,11,0.104,4,1
67945718,1 bed terraced house to rent,1490,https://www.zoopla.co.uk/to-rent/details/67945718/,"Llanover Road, Wembley HA9",Urban Sales and Lettings,1,1,7,1,4,0.406,7,0.214,7,0.698,14,0.651,7,0.449,7,0.474,7,0.099,1,1
67945990,3 bed end terrace house to rent,2350,https://www.zoopla.co.uk/to-rent/details/67945990/,"Kimptons Mead, Potters Bar EN6",OpenRent,3,1,11,0,1,0.402,11,0.478,11,0.485,22,0.46,11,0.498,9,0.51,9,0.436,2,1
67946250,3 bed detached house to rent,3748,https://www.zoopla.co.uk/to-rent/details/67946250/,"Bridge Street, London W4",Fletchers Estates,3,1,5,0,2,0.43,5,0.188,5,0.667,10,0.498,5,0.608,5,0.486,5,-1.0,0,1
67947494,3 bed semi-detached house to rent,3000,https://www.zoopla.co.uk/to-rent/details/67947494/,"Coteford Close, Pinner HA5",Lawrence Rand - Ruislip,3,1,7,1,3,0.561,7,0.526,7,0.776,14,0.339,7,0.652,6,0.466,6,-1.0,0,1
67947538,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67947538/,"Clinton Avenue, Welling DA16",James Gorey Estate Agents - South East London and North Kent,3,1,12,1,3,0.475,12,0.258,12,0.753,24,0.571,12,0.648,9,0.488,9,0.383,7,1
67947855,3 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67947855/,"Mansfield Road, London E11",Petty Son & Prestwich,3,1,13,0,2,0.462,13,0.362,13,0.691,26,0.734,13,0.543,12,0.417,12,0.255,1,1
67947923,3 bed terraced house to rent,2650,https://www.zoopla.co.uk/to-rent/details/67947923/,"Northfield Road, Enfield EN3",OpenRent,3,1,24,0,0,0.492,24,0.397,24,0.772,48,0.686,24,0.65,22,0.422,22,0.383,4,1
67947942,2 bed terraced house to rent,3195,https://www.zoopla.co.uk/to-rent/details/67947942/,"Star St, London W2",OpenRent,2,1,20,1,4,0.452,21,0.338,21,0.716,42,0.46,21,0.555,16,0.423,16,0.325,6,1
67948168,3 bed terraced house to rent,6000,https://www.zoopla.co.uk/to-rent/details/67948168/,"St. Ervans Road, North Kensington W10",Chestertons - Notting Hill,3,1,10,1,4,0.493,10,0.248,10,0.861,20,0.775,10,0.687,10,0.459,10,0.096,2,1
67949391,2 bed terraced house to rent,1800,https://www.zoopla.co.uk/to-rent/details/67949391/,"Ambleside Drive, Feltham TW14",Roberts Hunt Estate Agents Ltd,2,1,5,1,4,0.478,5,0.158,5,0.766,10,0.396,5,0.581,5,0.37,5,-1.0,0,1
67949723,3 bed terraced house to rent,2100,https://www.zoopla.co.uk/to-rent/details/67949723/,"Cambeys Road, Dagenham, Essex RM10",Balgores Dagenham,3,1,6,0,0,0.473,6,0.322,6,0.58,12,0.802,6,0.489,5,0.456,5,0.075,1,1
67950405,2 bed semi-detached house to rent,3250,https://www.zoopla.co.uk/to-rent/details/67950405/,"Leopold Road, Wimbledon, London SW19",Foxtons - Wimbledon,2,1,8,1,2,0.542,8,0.287,8,0.843,16,0.669,8,0.715,7,0.533,7,0.502,1,1
67950509,3 bed terraced house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67950509/,"Springfield Road, London N15",Oyster Properties,3,1,12,1,4,0.605,13,0.563,13,0.699,26,0.751,13,0.493,9,0.508,9,0.299,1,1
67950773,3 bed town house to rent,2650,https://www.zoopla.co.uk/to-rent/details/67950773/,"The Croft, Wembley HA0",Hamilton Estates,3,1,9,0,1,0.409,9,0.191,9,0.793,18,0.886,9,0.531,9,0.48,9,0.105,1,1
67951144,2 bed semi-detached house to rent,3600,https://www.zoopla.co.uk/to-rent/details/67951144/,"High Street Mews, London SW19",OpenRent,2,1,31,1,11,0.457,31,0.412,31,0.546,62,0.521,31,0.457,27,0.457,27,0.322,4,1
67951331,3 bed terraced house to rent,3878,https://www.zoopla.co.uk/to-rent/details/67951331/,"Roupell Street, Waterloo, London SE1",Savills - Waterloo Lettings,3,1,8,0,0,0.41,8,0.263,8,0.788,16,0.484,8,0.612,8,0.458,8,0.315,3,1
67951482,3 bed terraced house to rent,1900,https://www.zoopla.co.uk/to-rent/details/67951482/,"Charlesfield, London SE9",Truepenny's Property Consultants,3,1,6,1,3,0.507,6,0.442,6,0.843,12,0.858,6,0.639,6,0.524,6,0.506,1,1
67951506,3 bed semi-detached house to rent,2150,https://www.zoopla.co.uk/to-rent/details/67951506/,"Eastcote Road, Pinner HA5",Robert Cooper & Co,3,1,21,1,3,0.454,21,0.261,21,0.745,42,0.581,21,0.547,21,0.467,21,0.239,4,1
67951598,3 bed semi-detached house to rent,2950,https://www.zoopla.co.uk/to-rent/details/67951598/,"Melbury Avenue, Southall UB2",Majestic Properties,3,1,24,1,10,0.517,26,0.442,26,0.787,52,0.508,26,0.656,22,0.489,22,0.423,5,1
67951841,Room to rent,750,https://www.zoopla.co.uk/to-rent/details/67951841/,"Longley Road, London SW17",RS Estate Agents,1,-1,0,-1,0,-1.0,0,-1.0,0,-1.0,0,-1.0,0,,,,,,,1
67951891,3 bed terraced house to rent,2800,https://www.zoopla.co.uk/to-rent/details/67951891/,"Floyd Road, Charlton SE7",Truepenny's Property Consultants,3,1,11,0,2,0.461,11,0.251,11,0.822,22,0.73,11,0.662,10,0.419,10,0.273,4,1
67951905,3 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67951905/,"Firhill Road, Sydenham, London SE6",Foxtons - Dulwich,3,1,6,0,2,0.482,6,0.293,6,0.915,12,0.745,6,0.687,5,0.462,5,0.205,1,1
67952201,Room to rent,775,https://www.zoopla.co.uk/to-rent/details/67952201/,"Clarendon Road, Croydon CR0",Majestic Properties,1,1,7,1,2,0.434,7,0.477,7,0.606,14,0.801,7,0.444,7,0.501,7,0.11,1,1
67952256,3 bed terraced house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67952256/,"Stoughton Avenue, Sutton, Surrey SM3",Cairds Estate Agents,3,1,9,1,4,0.435,10,0.307,10,0.874,20,0.63,10,0.642,8,0.524,8,0.412,3,1
67952385,3 bed flat to rent,2500,https://www.zoopla.co.uk/to-rent/details/67952385/,"Peckham Park Road, London SE15",Focus Properties UK Ltd,3,1,6,0,1,0.532,6,0.555,6,0.621,12,0.773,6,0.412,5,0.43,5,0.287,2,1
67952511,3 bed terraced house to rent,2900,https://www.zoopla.co.uk/to-rent/details/67952511/,"Hermitage Road, Finsbury Park N4",Capital Homes,3,1,10,1,3,0.46,10,0.259,10,0.637,20,0.487,10,0.419,8,0.4,8,0.154,1,1
67952726,3 bed mews to rent,13000,https://www.zoopla.co.uk/to-rent/details/67952726/,"Napier Place, London W14",Mountgrange Heritage - Kensington,3,1,12,1,4,0.537,12,0.393,12,0.705,24,0.367,12,0.718,11,0.492,11,0.621,2,1
67952834,3 bed semi-detached house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67952834/,"Dorchester Avenue, Harrow, Middlesex HA2",Alto Residential,3,1,6,0,0,0.433,7,0.274,7,0.839,14,0.811,7,0.602,6,0.374,6,0.374,2,1
67952838,2 bed flat to rent,2800,https://www.zoopla.co.uk/to-rent/details/67952838/,"Harvist Road, London NW6",Marsh & Parsons - Queens Park,2,1,8,1,2,0.486,8,0.232,8,0.659,16,0.288,8,0.59,8,0.46,8,0.509,3,1
67953488,2 bed terraced house to rent,2300,https://www.zoopla.co.uk/to-rent/details/67953488/,"Melrose Avenue, London NW2",OpenRent,2,1,7,1,2,0.484,7,0.554,7,0.808,14,0.27,7,0.594,4,0.524,4,0.471,1,1
67953908,3 bed semi-detached house to rent,3500,https://www.zoopla.co.uk/to-rent/details/67953908/,"Kensington Gardens, Kingston Upon Thames KT1",Humphrey and Brand Residential,3,1,7,0,1,0.454,7,0.293,7,0.661,14,0.536,7,0.538,7,0.452,7,0.314,1,1
67953991,2 bed semi-detached house to rent,1550,https://www.zoopla.co.uk/to-rent/details/67953991/,"Central Road, Wembley HA0",VA Property Consultants,2,0,4,1,2,0.523,4,0.25,4,0.874,8,0.858,4,0.601,4,0.478,4,-1.0,0,1
67954191,2 bed terraced house to rent,5633,https://www.zoopla.co.uk/to-rent/details/67954191/,"Bermondsey Street, London SE1",Hamptons - Tower Bridge Lettings,2,1,20,1,4,0.474,20,0.273,20,0.721,40,0.433,20,0.634,19,0.452,19,0.519,6,1
67954297,2 bed semi-detached house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67954297/,"Latimer Road, Teddington TW11",Chase Buchanan incorporating Milestone,2,1,5,0,1,0.444,5,0.216,5,0.5,10,0.676,5,0.505,5,0.433,5,0.372,1,1
67954309,3 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67954309/,"Queens Avenue, Greenford UB6",MFS Estate Agents,3,1,9,1,3,0.461,9,0.286,9,0.732,18,0.747,9,0.55,9,0.513,9,0.319,2,1
67955113,3 bed terraced house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67955113/,"Kimberley Road, Walthamstow, London E17",Central Estate Agents,3,1,11,1,3,0.45,11,0.308,11,0.73,22,0.749,11,0.543,11,0.516,11,0.487,1,1
67955164,2 bed terraced house to rent,2250,https://www.zoopla.co.uk/to-rent/details/67955164/,"Cannon Hill Lane, Raynes Park, London SW20",Foxtons - Wimbledon,2,1,6,1,2,0.444,6,0.36,6,0.726,12,0.608,6,0.595,6,0.437,6,-1.0,0,1
67955392,3 bed terraced house to rent,2400,https://www.zoopla.co.uk/to-rent/details/67955392/,"Furness Road, Morden SM4",Choices - Coulsdon,3,1,6,0,1,0.515,6,0.328,6,0.741,12,0.56,6,0.592,6,0.459,6,0.17,1,1
67955418,1 bed end terrace house to rent,1550,https://www.zoopla.co.uk/to-rent/details/67955418/,"Broomfield Road, Romford RM6",Empire Lets,1,1,6,1,4,0.467,6,0.307,6,0.63,12,0.718,6,0.549,4,0.58,4,-1.0,0,1
67956385,3 bed terraced house to rent,3402,https://www.zoopla.co.uk/to-rent/details/67956385/,"Becklow Road, London W12",Finlay Brewer,3,1,23,1,7,0.48,24,0.231,24,0.765,48,0.408,24,0.661,22,0.476,22,0.402,7,1
67956428,3 bed terraced house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67956428/,"Lichfield Road, London E6",First Contact Property Services,3,1,13,1,3,0.437,13,0.3,13,0.718,26,0.745,13,0.519,12,0.476,12,0.085,2,1
67956873,3 bed detached house to rent,14517,https://www.zoopla.co.uk/to-rent/details/67956873/,"Gloucester Avenue, London NW1",DDRE Global,3,1,12,1,3,0.493,12,0.324,12,0.648,24,0.573,12,0.632,12,0.441,12,0.55,3,1
67956898,3 bed semi-detached house to rent,2500,https://www.zoopla.co.uk/to-rent/details/67956898/,"Gresham Road, Hounslow TW3",Southall Estate Agents Lettings Limited,3,1,12,1,5,0.442,14,0.388,14,0.771,28,0.409,14,0.5,12,0.493,12,0.584,1,1
67956905,3 bed flat to rent,6045,https://www.zoopla.co.uk/to-rent/details/67956905/,"Maple Lodge, Abbotts Walk W8",Croft International Luxury Real Estate Agents,3,1,10,1,3,0.505,10,0.218,10,0.82,20,0.48,10,0.68,10,0.435,10,0.453,2,1
67957551,2 bed semi-detached house to rent,3995,https://www.zoopla.co.uk/to-rent/details/67957551/,"Tivoli Road, London SE27",OpenRent,2,1,12,1,2,0.449,12,0.357,12,0.718,24,0.466,12,0.632,8,0.443,8,0.209,1,1
67958002,1 bed flat to rent,2349,https://www.zoopla.co.uk/to-rent/details/67958002/,"Lisgar Terrace, London W14",John D Wood & Co. - Earls Court Lettings,1,0,3,1,1,0.49,3,0.2,3,0.663,6,0.569,3,0.485,3,0.432,3,0.205,2,1
67958469,3 bed terraced house to rent,2450,https://www.zoopla.co.uk/to-rent/details/67958469/,"Cowbridge Lane, Barking IG11",Home Connect Estates,3,1,7,1,4,0.492,8,0.279,8,0.815,16,0.718,8,0.514,7,0.502,7,-1.0,0,1
67958573,3 bed terraced house to rent,2150,https://www.zoopla.co.uk/to-rent/details/67958573/,"Abbey Grove, London SE2",TJ Spring,3,1,20,1,15,0.466,21,0.26,21,0.57,42,0.715,21,0.409,19,0.472,19,0.294,3,1
67959240,3 bed end terrace house to rent,2200,https://www.zoopla.co.uk/to-rent/details/67959240/,"Howden Close, London SE28",OpenRent,3,1,6,0,0,0.454,7,0.486,7,0.782,14,0.567,7,0.429,5,0.564,5,-1.0,0,1
67959905,3 bed terraced house to rent,3250,https://www.zoopla.co.uk/to-rent/details/67959905/,"Manor Grove, Richmond, Surrey TW9",Lettingaproperty,3,1,5,0,2,0.546,5,0.594,5,0.614,10,0.552,5,0.607,5,0.544,5,-1.0,0,1
67960291,2 bed end terrace house to rent,2350,https://www.zoopla.co.uk/to-rent/details/67960291/,"Rutland Road, Twickenham TW2",Devenports,2,1,7,0,1,0.467,7,0.263,7,0.786,14,0.596,7,0.603,7,0.465,7,0.253,4,1
67960443,2 bed flat to rent,2900,https://www.zoopla.co.uk/to-rent/details/67960443/,"Bracknell Gardens, Hampstead NW3",Wayne and Silver,2,1,8,1,3,0.466,9,0.178,9,0.693,18,0.361,9,0.624,8,0.51,8,0.067,2,1
67960534,3 bed detached house to rent,9317,https://www.zoopla.co.uk/to-rent/details/67960534/,"Norland Square, London W11",Knight Frank - Notting Hill Lettings,3,1,25,1,6,0.474,26,0.292,26,0.695,52,0.533,26,0.66,22,0.457,22,0.286,7,1
67961963,3 bed semi-detached house to rent,2600,https://www.zoopla.co.uk/to-rent/details/67961963/,"Chestnut Drive, Harrow HA3",OpenRent,3,0,2,0,1,0.435,2,0.655,2,0.715,4,0.48,2,-1.0,0,-1.0,0,-1.0,0,1
67962006,3 bed terraced house to rent,12000,https://www.zoopla.co.uk/to-rent/details/67962006/,"Wolseley Gardens, Chiswick, London W4",Foxtons - Chiswick,3,1,8,1,3,0.482,8,0.181,8,0.781,16,0.489,8,0.74,8,0.519,8,0.413,2,1
67962104,2 bed terraced house to rent,2750,https://www.zoopla.co.uk/to-rent/details/67962104/,"Keswick Road, Putney, London SW15",Savills - Putney Lettings,2,1,8,1,3,0.446,8,0.271,8,0.696,16,0.66,8,0.622,8,0.481,8,0.261,2,1
